"","date","station","CO2_concentration_ratio"
"1","2012-1","ratio_alt",1.00612599894119
"2","2012-1","ratio_mlo",1.00308689218838
"3","2012-1","ratio_kum",1
"4","2012-1","ratio_chr",1.00331979876912
"5","2012-1","ratio_sam",1.00238052576343
"6","2012-1","ratio_ker",1.00035786406278
"7","2012-1","ratio_nzd",0.999408223125611
"8","2012-2","ratio_alt",0.999323477825106
"9","2012-2","ratio_mlo",1.00071212390956
"10","2012-2","ratio_kum",1.00424159301026
"11","2012-2","ratio_chr",1.00162895466925
"12","2012-2","ratio_sam",1.00122574055158
"13","2012-2","ratio_ker",0.999718921681359
"14","2012-2","ratio_nzd",0.999150426074196
"15","2012-3","ratio_alt",1.00142918035253
"16","2012-3","ratio_mlo",1.00241441533027
"17","2012-3","ratio_kum",1.00612053921445
"18","2012-3","ratio_chr",1.00167712753793
"19","2012-3","ratio_sam",0.999744950010202
"20","2012-3","ratio_ker",0.998517533994479
"21","2012-3","ratio_nzd",1.00103066220046
"22","2012-4","ratio_alt",1.00167751627441
"23","2012-4","ratio_mlo",1.0052228588814
"24","2012-4","ratio_kum",0.999773761343355
"25","2012-4","ratio_chr",0.998528628326442
"26","2012-4","ratio_sam",0.99918363181795
"27","2012-4","ratio_ker",1.00048635642246
"28","2012-4","ratio_nzd",1
"29","2012-5","ratio_alt",1.00087484690179
"30","2012-5","ratio_mlo",1.00174031476998
"31","2012-5","ratio_kum",1.00108116262697
"32","2012-5","ratio_chr",0.998958359797769
"33","2012-5","ratio_sam",0.999617014757698
"34","2012-5","ratio_ker",0.999897658948446
"35","2012-5","ratio_nzd",1.0020592020592
"36","2012-6","ratio_alt",0.992158233854453
"37","2012-6","ratio_mlo",0.997331117657426
"38","2012-6","ratio_kum",0.995303277659174
"39","2012-6","ratio_chr",1.0013479145473
"40","2012-6","ratio_sam",1.00038313197619
"41","2012-6","ratio_ker",1.00017911517106
"42","2012-6","ratio_nzd",1.00326226560493
"43","2012-7","ratio_alt",0.980643374949658
"44","2012-7","ratio_mlo",0.995632526318447
"45","2012-7","ratio_kum",0.99124356515595
"46","2012-7","ratio_chr",1.00015238869276
"47","2012-7","ratio_sam",0.997651023847214
"48","2012-7","ratio_ker",0.998669668440442
"49","2012-7","ratio_nzd",1.00035845046983
"50","2012-8","ratio_alt",0.98231474113812
"51","2012-8","ratio_mlo",0.994015923728384
"52","2012-8","ratio_kum",0.999312644790102
"53","2012-8","ratio_chr",0.997435181187943
"54","2012-8","ratio_sam",1.00340379792189
"55","2012-8","ratio_ker",1.00176759913926
"56","2012-8","ratio_nzd",1.00025594430652
"57","2012-9","ratio_alt",1.00862294225242
"58","2012-9","ratio_mlo",0.997806234375797
"59","2012-9","ratio_kum",0.994548326285219
"60","2012-9","ratio_chr",1.00119659860482
"61","2012-9","ratio_sam",0.999387864411967
"62","2012-9","ratio_ker",0.999693133870349
"63","2012-9","ratio_nzd",1.00189350323687
"64","2012-10","ratio_alt",1.01145077720207
"65","2012-10","ratio_mlo",0.999795480110441
"66","2012-10","ratio_kum",1.00325307377049
"67","2012-10","ratio_chr",1.00356007628735
"68","2012-10","ratio_sam",1.00086772324733
"69","2012-10","ratio_ker",1.00194408206073
"70","2012-10","ratio_nzd",0.99890180053633
"71","2012-11","ratio_alt",1.01431791404129
"72","2012-11","ratio_mlo",1.00585557942109
"73","2012-11","ratio_kum",1.00750631909516
"74","2012-11","ratio_chr",0.99842898771063
"75","2012-11","ratio_sam",1.00203993166229
"76","2012-11","ratio_ker",1.00102121575736
"77","2012-11","ratio_nzd",1
"78","2012-12","ratio_alt",1.00840887856367
"79","2012-12","ratio_mlo",1.00330477667336
"80","2012-12","ratio_kum",1.00096297610299
"81","2012-12","ratio_chr",1.00238560515697
"82","2012-12","ratio_sam",1.00081431152505
"83","2012-12","ratio_ker",1.00053559131832
"84","2012-12","ratio_nzd",1.00115054203314
"85","2013-1","ratio_alt",1.00385636299895
"86","2013-1","ratio_mlo",1.00291382674133
"87","2013-1","ratio_kum",1.00496215094053
"88","2013-1","ratio_chr",1.00303820543332
"89","2013-1","ratio_sam",1.00419537745684
"90","2013-1","ratio_ker",1.00122355340301
"91","2013-1","ratio_nzd",1.00028092039737
"92","2013-2","ratio_alt",1.00124725603672
"93","2013-2","ratio_mlo",1.00280430498712
"94","2013-2","ratio_kum",1.00239324851996
"95","2013-2","ratio_chr",1.00113587601282
"96","2013-2","ratio_sam",0.997695852534562
"97","2013-2","ratio_ker",1.00007637863435
"98","2013-2","ratio_nzd",0.998366013071895
"99","2013-3","ratio_alt",1.00044845283771
"100","2013-3","ratio_mlo",1.00287204292948
"101","2013-3","ratio_kum",1.00163357627545
"102","2013-3","ratio_chr",1.00126065251374
"103","2013-3","ratio_sam",1.00030454533919
"104","2013-3","ratio_ker",0.99783610396884
"105","2013-3","ratio_nzd",1.00240384615385
"106","2013-4","ratio_alt",1.00092140651459
"107","2013-4","ratio_mlo",1.00188409073781
"108","2013-4","ratio_kum",1.00326182411241
"109","2013-4","ratio_chr",1.00143533440774
"110","2013-4","ratio_sam",1.00271470252442
"111","2013-4","ratio_ker",1.00275538320237
"112","2013-4","ratio_nzd",1.00132659829583
"113","2013-5","ratio_alt",1.00358271340781
"114","2013-5","ratio_mlo",1.00376109523093
"115","2013-5","ratio_kum",1.00512692259597
"116","2013-5","ratio_chr",0.999195353164525
"117","2013-5","ratio_sam",0.999746976367593
"118","2013-5","ratio_ker",0.99954203134541
"119","2013-5","ratio_nzd",1.0007898089172
"120","2013-6","ratio_alt",0.993331184768327
"121","2013-6","ratio_mlo",0.996502797761791
