"-------------------------------------------------------------------------------------------"
"  Daily average CO2 concentrations (ppm) derived from flask air samples                    "
"  For American Samoa: Latitude 14.2S Longitude 170.6W Elevation 30m"
"                                                                                           "
"   Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                 "
"   Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                      "
"   Scripps Institution of Oceanography (SIO)                                               "
"   University of California                                                                "
"   La Jolla, California USA 92093-0244                                                     "
"                                                                                           "
"   Status of data and correspondence:                                                      "
"                                                                                           "
"   These data are subject to revision based on recalibration of standard gases. Questions  "
"   about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and          "
"   and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                  "
"                                                                                           "
" Flask data in this file from archive dated 2021-10-14 09:23:51                            "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
"   Please cite as:                                                                         "
"                                                                                           "
"   C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and     "
"   H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and "
"   oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps  "
"   Institution of Oceanography, San Diego, 88 pages, 2001.                                 "
"                                                                                           "
"   If it is necessary to cite a peer-reviewed article, please cite as:                     "
"                                                                                           "
"   C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and     "
"   H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and     "
"   oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,     "
"   in 'A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems',   "
"   editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,               "
"   New York, 2005.                                                                         "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"   Sampling dates are reported in 3 formats: Year, Month, Day, Hour and Minute             "
"                                             MSExcel spreadsheet date format               "
"                                             Decimal year and fractional year              "
" N   - Number of flasks used in daily average                                              "
"                                                                                           "
"                                                                                           "
" FGC -   CO2 Flags                                                                         "
"  -3 - Potentially Suspect Data Accepted                                                   "
"  -2 - Accepted value from continuous analyzer                                             "
"  -1 - Accepted flask value retained although individual measurements deviated             "
"       by more than selected tolerance                                                     "
"   0 - Accepted flask value                                                                "
"   1 - Rejected during analysis                                                            "
"   2 - Rejected unacceptably large flask-analyzer differences associated                   "
"                with night sampling (used only at MLO between Dec 1962 and Sep 1968)       "
"   3 - Rejected flask measurement; used continuous data instead                            "
"   4 - Rejected Replicates do not agree to selected tolerance or single flask              "
"   5 - Rejected Daily average deviates from fit by more than 3 standard deviations         "
"   6 - Rejected to improve local distribution of data such as too many                     "
"                data of generally poor quality (used only at two stations:                 "
"                KUM Aug 1979 - Jun 1980 and LJO Apr 1979 - Sep 1985)                       "
"   7 - Rejected Unsteady air at site (La Jolla only)                                       "
"   8 - Rejected manually (see input/flag_flasks.csv)                                       "
"   9 - Rejected legacy data                                                                "
"                                                                                           "
" Averages for CO2 have been filtered by deviation from curve fit.                          "
"                                                                                           "
"  Cx - CO2 value (ppm)                                                                     "
"          CO2 concentrations are measured on the '12' Calibration Scale                    "
"                                                                                           "
"   Sample,Sample,    Excel,   Sample, NC,FGC,      Cx                                      "
"     Date,  Time,     Date,     Date,                                                      "
1981-09-04, 13:56, 29833.58, 1981.676,  3,  0, 339.16
1981-09-11, 13:45, 29840.57, 1981.695,  3,  4, 338.95
1981-09-18, 13:47, 29847.57, 1981.714,  3,  0, 338.92
1981-09-26, 11:49, 29855.49, 1981.736,  3,  0, 339.04
1981-10-02, 13:49, 29861.58, 1981.752,  2,  0, 339.08
1981-10-10, 10:43, 29869.45, 1981.774,  3,  0, 338.77
1981-10-17, 12:47, 29876.53, 1981.793,  2,  0, 338.74
1981-10-24, 11:53, 29883.50, 1981.812,  2,  0, 338.97
1981-10-31, 11:48, 29890.49, 1981.831,  3,  0, 339.73
1981-11-06, 13:46, 29896.57, 1981.848,  2,  0, 339.25
1981-11-13, 13:23, 29903.56, 1981.867,  2,  0, 340.02
1981-11-20, 13:32, 29910.56, 1981.886,  2,  0, 339.75
1981-12-04, 13:36, 29924.57, 1981.925,  2,  0, 339.48
1981-12-11, 13:29, 29931.56, 1981.944,  3,  0, 339.73
1981-12-18, 13:28, 29938.56, 1981.963,  2,  0, 340.13
1981-12-26, 11:57, 29946.50, 1981.985,  3,  0, 340.26
1982-01-15, 13:38, 29966.57, 1982.040,  3,  0, 340.50
1982-01-22, 13:36, 29973.57, 1982.059,  3,  4, 340.34
1982-01-29, 13:38, 29980.57, 1982.078,  2,  0, 341.10
1982-02-07, 02:10, 29989.09, 1982.102,  3,  0, 341.30
1982-02-22, 14:55, 30004.62, 1982.144,  3,  0, 340.63
1982-03-01, 13:00, 30011.54, 1982.163,  3,  0, 339.99
1982-03-05, 13:52, 30015.58, 1982.174,  2,  4, 340.37
1982-03-13, 11:55, 30023.50, 1982.196,  3,  0, 340.50
1982-03-26, 14:28, 30036.60, 1982.232,  3,  4, 341.43
1982-04-02, 14:18, 30043.60, 1982.251,  3,  0, 340.56
1982-04-16, 14:48, 30057.62, 1982.289,  3,  0, 340.02
1982-04-23, 14:49, 30064.62, 1982.309,  3,  0, 341.09
1982-04-30, 14:33, 30071.61, 1982.328,  2,  0, 341.74
1982-05-07, 14:43, 30078.61, 1982.347,  3,  0, 339.12
1982-05-16, 16:55, 30087.70, 1982.372,  3,  0, 339.25
1982-05-21, 14:14, 30092.59, 1982.385,  3,  0, 340.72
1982-05-28, 13:44, 30099.57, 1982.404,  2,  0, 340.59
1982-06-04, 14:03, 30106.59, 1982.424,  2,  0, 340.09
1982-06-11, 13:40, 30113.57, 1982.443,  2,  0, 340.28
1982-06-21, 12:51, 30123.54, 1982.470,  3,  0, 340.24
1982-06-26, 12:40, 30128.53, 1982.484,  3,  4, 340.97
1982-07-02, 13:37, 30134.57, 1982.500,  3,  0, 341.18
1982-07-10, 13:38, 30142.57, 1982.522,  3,  0, 342.01
1982-07-16, 13:31, 30148.56, 1982.539,  3,  0, 340.70
1982-07-26, 11:54, 30158.50, 1982.566,  3,  0, 341.56
1982-07-30, 13:07, 30162.55, 1982.577,  3,  0, 340.22
1982-08-06, 13:10, 30169.55, 1982.596,  2,  0, 341.69
1982-08-16, 12:47, 30179.53, 1982.623,  3,  0, 341.25
1982-08-25, 12:03, 30188.50, 1982.648,  3,  0, 341.30
1982-08-30, 11:56, 30193.50, 1982.662,  2,  0, 341.16
1982-09-09, 12:08, 30203.51, 1982.689,  2,  0, 340.34
1982-09-18, 13:51, 30212.58, 1982.714,  3,  0, 340.68
1982-09-25, 12:48, 30219.53, 1982.733,  3,  0, 340.52
